ligand,condition,receptor,seed,pose_rank,vina_score,rmsd,posebusters_pass
9FRZ_A1IFZ,C,9FRZ,2,9,-8.103,2.773,
9FRZ_A1IFZ,C,9FRZ,2,10,-8.051,2.377,
9FRZ_A1IFZ,C,9FRZ,2,11,-8.021,1.942,
9FRZ_A1IFZ,C,9FRZ,2,12,-7.826,2.697,
9FRZ_A1IFZ,C,9FRZ,2,13,-7.786,2.934,
9FRZ_A1IFZ,C,9FRZ,2,14,-7.737,2.209,
9FRZ_A1IFZ,C,9FRZ,2,15,-7.698,2.7,
9FRZ_A1IFZ,C,9FRZ,2,16,-7.666,1.568,
9FRZ_A1IFZ,C,9FRZ,2,17,-7.648,2.687,
9FRZ_A1IFZ,C,9FRZ,2,18,-7.645,2.547,
9FRZ_A1IFZ,C,9FRZ,2,19,-7.55,2.61,
9FRZ_A1IFZ,C,9FRZ,2,20,-7.517,2.156,
9GM4_A1IM0,C,9GM4,1,1,-7.849,0.927,True
9GM4_A1IM0,C,9GM4,1,2,-7.709,1.599,
9GM4_A1IM0,C,9GM4,1,3,-7.44,2.067,
9GM4_A1IM0,C,9GM4,1,4,-7.314,1.116,
9GM4_A1IM0,C,9GM4,1,5,-7.288,2.252,
9GM4_A1IM0,C,9GM4,1,6,-7.258,1.843,
9GM4_A1IM0,C,9GM4,1,7,-7.093,1.055,
9GM4_A1IM0,C,9GM4,1,8,-6.87,2.547,
9GM4_A1IM0,C,9GM4,1,9,-6.854,2.32,
9GM4_A1IM0,C,9GM4,1,10,-6.825,1.348,
9GM4_A1IM0,C,9GM4,1,11,-6.74,0.941,
9GM4_A1IM0,C,9GM4,1,12,-6.6,2.381,
9GM4_A1IM0,C,9GM4,1,13,-6.574,1.617,
9GM4_A1IM0,C,9GM4,1,14,-6.47,1.209,
9GM4_A1IM0,C,9GM4,1,15,-6.403,1.509,
9GM4_A1IM0,C,9GM4,1,16,-6.364,2.109,
9GM4_A1IM0,C,9GM4,1,17,-6.279,2.17,
9GM4_A1IM0,C,9GM4,1,18,-6.264,1.492,
9GM4_A1IM0,C,9GM4,1,19,-6.115,1.614,
9GM4_A1IM0,C,9GM4,1,20,-5.925,2.528,
9GM4_A1IM0,C,9GM4,2,1,-7.872,0.899,True
9GM4_A1IM0,C,9GM4,2,2,-7.448,2.284,
9GM4_A1IM0,C,9GM4,2,3,-7.355,1.097,
9GM4_A1IM0,C,9GM4,2,4,-7.025,2.144,
9GM4_A1IM0,C,9GM4,2,5,-6.963,1.38,
9GM4_A1IM0,C,9GM4,2,6,-6.756,1.872,
9GM4_A1IM0,C,9GM4,2,7,-6.68,1.866,
9GM4_A1IM0,C,9GM4,2,8,-6.653,1.075,
9GM4_A1IM0,C,9GM4,2,9,-6.62,1.215,
9GM4_A1IM0,C,9GM4,2,10,-6.607,2.388,
9GM4_A1IM0,C,9GM4,2,11,-6.427,2.324,
9GM4_A1IM0,C,9GM4,2,12,-6.425,1.517,
9GM4_A1IM0,C,9GM4,2,13,-6.34,2.254,
9GM4_A1IM0,C,9GM4,2,14,-6.28,1.386,
9GM4_A1IM0,C,9GM4,2,15,-6.274,1.276,
9GM4_A1IM0,C,9GM4,2,16,-6.228,1.046,
9GM4_A1IM0,C,9GM4,2,17,-6.201,0.725,
9GM4_A1IM0,C,9GM4,2,18,-6.192,1.707,
9GM4_A1IM0,C,9GM4,2,19,-6.191,2.552,
9GM4_A1IM0,C,9GM4,2,20,-5.917,1.674,
9FS0_A1IFY,C,9FS0,1,1,-8.693,1.033,True
9FS0_A1IFY,C,9FS0,1,2,-8.399,1.35,
9FS0_A1IFY,C,9FS0,1,3,-8.3,0.989,
9FS0_A1IFY,C,9FS0,1,4,-7.324,1.322,
9FS0_A1IFY,C,9FS0,1,5,-7.248,1.367,
9FS0_A1IFY,C,9FS0,1,6,-7.18,1.032,
9FS0_A1IFY,C,9FS0,1,7,-7.115,1.188,
9FS0_A1IFY,C,9FS0,1,8,-7.112,1.339,
9FS0_A1IFY,C,9FS0,1,9,-7.106,1.022,
9FS0_A1IFY,C,9FS0,1,10,-6.948,1.221,
9FS0_A1IFY,C,9FS0,1,11,-6.917,1.419,
9FS0_A1IFY,C,9FS0,1,12,-6.813,1.294,
9FS0_A1IFY,C,9FS0,1,13,-6.599,1.181,
9FS0_A1IFY,C,9FS0,1,14,-6.597,1.036,
9FS0_A1IFY,C,9FS0,1,15,-6.539,1.278,
9FS0_A1IFY,C,9FS0,1,16,-6.374,1.171,
9FS0_A1IFY,C,9FS0,1,17,-6.343,1.436,
9FS0_A1IFY,C,9FS0,1,18,-6.227,0.926,
9FS0_A1IFY,C,9FS0,1,19,-6.19,1.154,
9FS0_A1IFY,C,9FS0,1,20,-5.866,1.364,
9FS0_A1IFY,C,9FS0,2,1,-8.667,1.046,True
9FS0_A1IFY,C,9FS0,2,2,-8.477,1.512,
9FS0_A1IFY,C,9FS0,2,3,-8.15,1.006,
9FS0_A1IFY,C,9FS0,2,4,-7.538,1.326,
9FS0_A1IFY,C,9FS0,2,5,-7.292,1.089,
9FS0_A1IFY,C,9FS0,2,6,-7.073,1.142,
9FS0_A1IFY,C,9FS0,2,7,-7.059,1.034,
9FS0_A1IFY,C,9FS0,2,8,-6.936,1.295,
9FS0_A1IFY,C,9FS0,2,9,-6.88,1.186,
9FS0_A1IFY,C,9FS0,2,10,-6.868,0.827,
9FS0_A1IFY,C,9FS0,2,11,-6.783,1.018,
9FS0_A1IFY,C,9FS0,2,12,-6.622,1.129,
9FS0_A1IFY,C,9FS0,2,13,-6.596,0.972,
9FS0_A1IFY,C,9FS0,2,14,-6.431,1.247,
9FS0_A1IFY,C,9FS0,2,15,-6.422,1.054,
9FS0_A1IFY,C,9FS0,2,16,-6.412,0.877,
9FS0_A1IFY,C,9FS0,2,17,-6.364,1.36,
9FS0_A1IFY,C,9FS0,2,18,-6.337,1.435,
9FS0_A1IFY,C,9FS0,2,19,-6.229,1.143,
9FS0_A1IFY,C,9FS0,2,20,-5.997,1.109,
